Idade,Score,Limite_Credito,Inadimplente,Cidade,Emprego,Renda_Mensal
64,691,8260,1,Fortaleza,Empresário,9455
50,661,4719,1,Rio de Janeiro,Estudante,1470
34,451,3724,1,Rio de Janeiro,Desempregado,-267
22,639,4619,0,Rio de Janeiro,Assalariado,3707
43,737,7505,0,Fortaleza,Autônomo,5405
64,652,4992,0,Belo Horizonte,Autônomo,4635
18,304,3903,0,Salvador,Assalariado,3048
28,336,5124,1,Rio de Janeiro,Empresário,10764
35,634,5961,1,São Paulo,Autônomo,4850
46,533,4228,0,São Paulo,Empresário,10692
52,507,4444,1,São Paulo,Desempregado,870
59,593,6562,0,Porto Alegre,Desempregado,891
42,670,7533,0,Belo Horizonte,Estudante,1337
43,550,3947,0,Porto Alegre,Assalariado,2456
27,783,7238,0,Rio de Janeiro,Empresário,10505
49,617,7792,0,São Paulo,Empresário,10238
53,608,7713,0,Rio de Janeiro,Assalariado,3006
30,846,8026,0,Porto Alegre,Autônomo,5613
61,349,5237,0,São Paulo,Autônomo,5832
39,511,4328,0,Rio de Janeiro,Assalariado,3584
60,330,4597,1,São Paulo,Assalariado,2685
20,463,2796,0,Rio de Janeiro,Assalariado,3415
24,823,7464,0,Salvador,Assalariado,3377
44,577,6379,1,Fortaleza,Estudante,1976
62,709,8551,0,Fortaleza,Empresário,10560
53,703,9016,1,Belo Horizonte,Autônomo,5261
49,613,6686,1,Belo Horizonte,Assalariado,3490
41,716,5251,0,Belo Horizonte,Empresário,9404
51,353,3036,0,São Paulo,Assalariado,2889
28,640,4653,1,Porto Alegre,Desempregado,464
25,730,7145,0,Rio de Janeiro,Empresário,9157
53,315,3382,0,Rio de Janeiro,Desempregado,-57
55,776,6886,0,Rio de Janeiro,Empresário,9756
19,683,6929,0,Porto Alegre,Estudante,543
39,798,9918,0,São Paulo,Empresário,9425
58,380,4541,0,Rio de Janeiro,Desempregado,-278
28,709,8616,1,Belo Horizonte,Empresário,10484
64,564,5297,1,Salvador,Assalariado,3689
50,762,7162,0,Fortaleza,Empresário,9901
55,761,7591,0,Salvador,Empresário,9196
20,801,6118,0,Salvador,Estudante,1536
62,617,5222,1,Porto Alegre,Estudante,897
37,328,4442,1,Fortaleza,Autônomo,4558
39,704,6832,0,Belo Horizonte,Assalariado,2187
62,362,3421,1,Salvador,Estudante,426
23,588,4237,0,Salvador,Assalariado,2631
24,804,8595,0,Salvador,Assalariado,3690
44,510,6866,1,São Paulo,Assalariado,2436
44,337,3363,0,São Paulo,Empresário,9203
39,537,3700,0,Fortaleza,Assalariado,2269
39,552,4538,1,Salvador,Estudante,1997
53,538,5562,0,São Paulo,Estudante,1264
66,439,3729,1,Salvador,Assalariado,3997
53,373,1942,0,Belo Horizonte,Assalariado,3405
69,446,3391,0,Rio de Janeiro,Desempregado,1126
57,792,5928,0,Fortaleza,Desempregado,1397
48,378,3128,0,Fortaleza,Empresário,9136
32,800,8265,0,Porto Alegre,Autônomo,5231
59,470,4661,0,Salvador,Autônomo,5843
68,347,2708,0,Rio de Janeiro,Empresário,9304
18,392,2213,0,Belo Horizonte,Assalariado,2674
25,595,4243,0,São Paulo,Assalariado,3623
64,835,7716,0,Salvador,Autônomo,5652
55,819,6729,0,Rio de Janeiro,Desempregado,840
36,654,7359,1,Porto Alegre,Assalariado,2418
55,845,6993,0,Belo Horizonte,Assalariado,3127
46,740,5744,0,São Paulo,Empresário,10163
29,446,3015,0,Belo Horizonte,Empresário,10701
63,667,6278,1,Rio de Janeiro,Estudante,359
51,832,6343,0,Porto Alegre,Autônomo,4385
49,509,6112,0,Belo Horizonte,Autônomo,5375
38,477,5935,0,São Paulo,Estudante,21
23,461,5675,0,São Paulo,Desempregado,1383
59,391,4410,1,São Paulo,Desempregado,416
37,745,6652,0,Porto Alegre,Autônomo,4938
24,414,2914,1,Fortaleza,Empresário,9976
65,609,6417,1,Fortaleza,Desempregado,218
41,846,8437,0,Salvador,Assalariado,3854
22,339,3022,1,Salvador,Estudante,887
67,792,8734,0,Belo Horizonte,Estudante,1881
45,538,4283,0,São Paulo,Estudante,474
67,636,6370,0,São Paulo,Empresário,10093
25,332,1514,0,Porto Alegre,Empresário,9046
64,677,6050,0,Salvador,Desempregado,556
20,632,6919,0,Porto Alegre,Desempregado,486
33,431,2692,1,Belo Horizonte,Desempregado,676
21,332,2039,1,Belo Horizonte,Estudante,244
35,553,4451,1,Fortaleza,Estudante,1045
49,551,3786,0,Porto Alegre,Assalariado,2721
60,800,9529,0,São Paulo,Estudante,1906
29,387,3260,1,Belo Horizonte,Assalariado,2351
21,467,4204,0,São Paulo,Empresário,10093
22,821,8002,0,Salvador,Estudante,1703
58,559,5083,0,Porto Alegre,Autônomo,5855
20,839,7970,0,Belo Horizonte,Autônomo,4176
52,432,2338,0,São Paulo,Desempregado,-74
44,581,7221,1,Belo Horizonte,Assalariado,3951
55,476,3541,0,Belo Horizonte,Estudante,1303
33,655,5653,0,Porto Alegre,Empresário,10849
25,554,5928,0,Rio de Janeiro,Estudante,578
48,724,5637,0,Belo Horizonte,Estudante,1997
34,399,2193,0,Belo Horizonte,Autônomo,4967
37,620,6928,0,São Paulo,Estudante,647
20,302,2978,1,Porto Alegre,Empresário,10175
20,707,8137,0,Rio de Janeiro,Autônomo,5673
35,425,4236,1,Porto Alegre,Empresário,9766
65,537,5377,0,São Paulo,Assalariado,2354
47,377,1941,0,Porto Alegre,Assalariado,2108
28,621,6567,0,Belo Horizonte,Empresário,9298
63,428,2878,1,Salvador,Desempregado,1149
36,352,2417,1,Belo Horizonte,Estudante,1110
65,709,8615,0,Porto Alegre,Autônomo,5140
28,311,3359,1,Porto Alegre,Empresário,9397
41,398,4257,1,Rio de Janeiro,Estudante,1503
45,558,3898,0,Belo Horizonte,Estudante,1437
68,731,7369,1,Salvador,Empresário,10455
39,670,8012,0,Belo Horizonte,Estudante,1990
50,680,8204,0,Belo Horizonte,Autônomo,4421
69,385,2346,1,Fortaleza,Empresário,9548
46,415,2203,1,Belo Horizonte,Assalariado,2931
22,470,2763,1,Salvador,Assalariado,3427
30,750,6015,1,São Paulo,Autônomo,4428
67,560,5950,0,Rio de Janeiro,Desempregado,-139
59,367,2274,0,Belo Horizonte,Estudante,1260
31,312,5113,1,Belo Horizonte,Desempregado,705
52,768,6340,0,Belo Horizonte,Empresário,10600
69,576,4797,0,Porto Alegre,Empresário,10965
51,612,7919,0,Porto Alegre,Autônomo,5617
32,599,4520,0,Rio de Janeiro,Assalariado,3008
26,686,5017,0,Belo Horizonte,Desempregado,667
65,680,7631,0,São Paulo,Assalariado,3197
67,438,5142,1,Rio de Janeiro,Assalariado,3233
59,442,3618,0,Fortaleza,Autônomo,4424
27,469,6688,0,Rio de Janeiro,Estudante,1122
64,407,3667,1,Rio de Janeiro,Desempregado,1201
42,432,4955,0,Belo Horizonte,Assalariado,3780
56,798,9694,0,Salvador,Empresário,10364
55,557,5999,0,Belo Horizonte,Assalariado,3079
21,687,5236,0,Fortaleza,Estudante,426
65,488,6807,1,Salvador,Autônomo,4671
36,706,6109,0,Rio de Janeiro,Estudante,331
58,540,7333,1,São Paulo,Empresário,9913
21,599,7368,0,São Paulo,Empresário,9926
44,567,5787,0,Salvador,Estudante,581
63,430,2758,0,Belo Horizonte,Empresário,9570
40,834,8025,0,Salvador,Desempregado,638
56,785,7571,0,São Paulo,Desempregado,133
26,608,4427,1,Salvador,Desempregado,852
33,505,6247,0,Porto Alegre,Estudante,1914
37,791,9475,0,Fortaleza,Empresário,10661
37,551,6200,0,São Paulo,Assalariado,3997
68,471,4857,0,Salvador,Estudante,1572
35,700,6978,0,Fortaleza,Estudante,540
68,384,3691,1,Porto Alegre,Empresário,10710
61,675,8048,0,Rio de Janeiro,Autônomo,4102
68,462,4285,0,Rio de Janeiro,Desempregado,491
56,601,7423,1,Porto Alegre,Estudante,8
42,611,7626,0,Salvador,Autônomo,5220
65,641,8013,0,Rio de Janeiro,Empresário,10682
21,707,7947,0,Rio de Janeiro,Assalariado,3886
62,598,4083,0,Fortaleza,Desempregado,156
52,542,7108,1,Fortaleza,Autônomo,5620
66,598,4713,0,Salvador,Autônomo,5165
19,673,7207,0,Porto Alegre,Autônomo,4370
40,546,5513,0,Fortaleza,Empresário,9210
32,407,2496,0,Fortaleza,Autônomo,5235
22,673,5091,0,Porto Alegre,Autônomo,4685
56,443,5895,0,Salvador,Empresário,10735
46,534,4744,1,Belo Horizonte,Assalariado,2723
31,802,6417,0,Porto Alegre,Estudante,862
63,387,3493,1,São Paulo,Assalariado,2747
35,463,5233,0,Rio de Janeiro,Assalariado,2372
31,354,1875,0,São Paulo,Assalariado,3722
57,709,6787,0,Fortaleza,Estudante,1684
48,327,4204,1,Rio de Janeiro,Autônomo,4227
60,845,7104,0,Fortaleza,Autônomo,5306
20,618,7497,1,São Paulo,Autônomo,4645
30,745,9376,0,Porto Alegre,Assalariado,3499
46,352,1552,0,Fortaleza,Desempregado,114
23,816,8753,0,Belo Horizonte,Estudante,863
29,472,5797,0,Fortaleza,Empresário,9718
18,366,3265,1,Porto Alegre,Estudante,1268
63,580,5483,0,Rio de Janeiro,Assalariado,3654
62,310,1353,0,Belo Horizonte,Desempregado,855
37,819,6658,1,Salvador,Autônomo,4275
49,660,4882,0,Belo Horizonte,Empresário,9814
45,511,3802,0,Rio de Janeiro,Estudante,755
59,827,8729,0,Porto Alegre,Assalariado,2210
21,460,3509,1,Salvador,Autônomo,4211
33,542,4033,0,Porto Alegre,Autônomo,5155
27,525,6403,0,Salvador,Estudante,130
42,821,8522,0,São Paulo,Assalariado,2664
61,328,3202,0,Belo Horizonte,Desempregado,-356
69,780,7409,0,Salvador,Estudante,568
44,720,8525,0,Fortaleza,Desempregado,-12
25,507,3165,0,São Paulo,Empresário,10015
50,393,5648,0,Salvador,Desempregado,-414
49,573,5178,0,São Paulo,Desempregado,837
56,675,8082,0,Fortaleza,Empresário,9924
45,411,5150,0,Fortaleza,Assalariado,3658
33,359,3785,0,Salvador,Estudante,1468
29,819,9072,0,Fortaleza,Empresário,10288
69,747,7427,0,Fortaleza,Autônomo,4586
47,524,4846,1,São Paulo,Desempregado,-58
20,482,3658,1,Salvador,Estudante,1037
42,711,6449,0,Rio de Janeiro,Autônomo,5750
38,646,8151,0,Porto Alegre,Desempregado,288
21,580,6938,1,São Paulo,Autônomo,5026
65,721,7579,0,Rio de Janeiro,Assalariado,2070
53,580,6699,1,Rio de Janeiro,Autônomo,4922
22,795,8487,1,São Paulo,Desempregado,212
24,548,3955,0,Fortaleza,Autônomo,4795
58,318,4833,1,Salvador,Empresário,10436
19,342,4501,1,Fortaleza,Desempregado,1308
37,830,8885,0,Porto Alegre,Autônomo,4806
22,842,8947,0,Salvador,Assalariado,3744
24,307,3074,0,Fortaleza,Autônomo,5603
68,789,7759,0,Porto Alegre,Empresário,10836
60,780,9253,0,Fortaleza,Autônomo,5550
36,623,8179,0,Belo Horizonte,Assalariado,2899
18,748,5515,0,São Paulo,Empresário,9126
27,563,5375,0,Porto Alegre,Assalariado,2213
19,385,4329,0,São Paulo,Estudante,1314
60,646,5689,0,Porto Alegre,Empresário,10399
45,473,3569,1,Fortaleza,Assalariado,3978
47,732,5492,0,Fortaleza,Desempregado,578
57,514,5569,0,São Paulo,Autônomo,4391
21,423,4278,0,São Paulo,Assalariado,2921
49,715,8293,0,Belo Horizonte,Assalariado,2355
39,432,2343,1,Fortaleza,Estudante,1194
27,785,6493,0,São Paulo,Estudante,165
56,556,5037,1,Porto Alegre,Desempregado,295
45,818,9405,0,Salvador,Desempregado,9
20,750,8800,0,Fortaleza,Empresário,9861
59,466,5286,1,Porto Alegre,Autônomo,5945
64,578,4633,1,Salvador,Desempregado,1164
30,830,6313,0,Porto Alegre,Assalariado,2121
29,575,4746,0,Rio de Janeiro,Empresário,10536
64,812,7354,0,Rio de Janeiro,Autônomo,5023
22,358,4918,0,Rio de Janeiro,Autônomo,5855
49,721,6148,0,Fortaleza,Desempregado,923
69,761,9568,0,São Paulo,Estudante,959
64,473,4152,1,São Paulo,Estudante,1422
36,733,5473,0,Belo Horizonte,Assalariado,2672
25,553,3603,0,Rio de Janeiro,Estudante,793
49,740,6169,0,São Paulo,Empresário,10725
49,721,8844,0,Fortaleza,Empresário,10757
38,849,7187,0,Fortaleza,Desempregado,393
52,761,9274,0,Fortaleza,Estudante,405
39,725,5444,0,Porto Alegre,Estudante,1265
61,705,8006,0,Fortaleza,Assalariado,3624
32,810,8532,0,São Paulo,Desempregado,1029
50,826,9690,0,Belo Horizonte,Assalariado,3446
22,751,6572,0,Fortaleza,Desempregado,1023
51,769,7518,1,Fortaleza,Estudante,569
51,386,2163,0,Salvador,Desempregado,-380
69,685,6839,1,São Paulo,Autônomo,4611
66,414,4023,0,São Paulo,Autônomo,5748
20,619,6572,0,São Paulo,Desempregado,940
33,745,8498,1,São Paulo,Desempregado,215
32,335,3572,1,Rio de Janeiro,Estudante,382
55,472,4718,0,Belo Horizonte,Assalariado,3763
20,586,5655,1,Fortaleza,Desempregado,295
38,362,2353,0,Porto Alegre,Desempregado,101
53,533,4702,0,Belo Horizonte,Assalariado,2943
64,575,4778,1,São Paulo,Empresário,9559
58,726,7636,0,Fortaleza,Empresário,10426
24,414,4410,0,Salvador,Assalariado,3447
19,650,5038,1,São Paulo,Empresário,9187
65,549,6271,1,Salvador,Assalariado,3254
57,474,5148,0,Rio de Janeiro,Desempregado,127
33,527,4718,0,São Paulo,Autônomo,5508
45,455,4360,1,Belo Horizonte,Estudante,1931
66,576,7587,0,São Paulo,Assalariado,2262
37,657,6106,0,Belo Horizonte,Desempregado,635
31,302,3675,1,Fortaleza,Assalariado,3928
63,802,9256,0,Rio de Janeiro,Empresário,9103
22,713,7509,1,Porto Alegre,Empresário,10875
38,811,6910,0,Belo Horizonte,Desempregado,108
50,822,8511,0,Belo Horizonte,Estudante,1849
45,573,7340,0,Salvador,Empresário,9279
43,510,5001,0,Rio de Janeiro,Estudante,1287
44,318,3885,1,Belo Horizonte,Autônomo,5274
31,490,2932,1,Belo Horizonte,Empresário,9488
35,329,4251,1,São Paulo,Assalariado,2782
24,405,5350,1,Rio de Janeiro,Empresário,10168
24,620,8193,0,São Paulo,Desempregado,1052
22,423,5022,0,Belo Horizonte,Assalariado,2981
51,571,3947,1,Rio de Janeiro,Autônomo,5719
21,599,7053,1,Fortaleza,Autônomo,5305
55,476,3392,0,Rio de Janeiro,Estudante,1245
53,718,6135,0,Rio de Janeiro,Assalariado,2579
55,457,3884,1,Rio de Janeiro,Estudante,315
47,718,6198,0,Rio de Janeiro,Autônomo,5991
23,725,9050,0,Porto Alegre,Empresário,9784
24,634,6423,0,Belo Horizonte,Estudante,1477
20,382,3247,1,Porto Alegre,Autônomo,5636
45,674,5321,0,Rio de Janeiro,Autônomo,5302
47,658,7069,0,Rio de Janeiro,Assalariado,3766
41,704,5585,0,Fortaleza,Desempregado,-385
27,582,4201,1,Porto Alegre,Assalariado,2036
49,350,2375,1,Rio de Janeiro,Estudante,1140
26,439,5378,0,Belo Horizonte,Estudante,1929
58,409,3908,1,Porto Alegre,Autônomo,4067
55,504,3944,1,Porto Alegre,Autônomo,4514
25,605,5110,0,Belo Horizonte,Estudante,682
56,325,2878,1,Belo Horizonte,Estudante,695
50,378,2229,0,São Paulo,Assalariado,3852
56,694,5530,0,Salvador,Autônomo,4043
28,324,3705,0,Belo Horizonte,Desempregado,-75
53,618,6966,0,Rio de Janeiro,Desempregado,750
19,557,4747,0,Porto Alegre,Autônomo,5095
48,759,9149,0,Rio de Janeiro,Empresário,9632
64,552,7238,0,São Paulo,Assalariado,2818
61,767,7450,0,Porto Alegre,Assalariado,3565
57,746,7934,0,Salvador,Estudante,1550
39,503,6694,0,Rio de Janeiro,Desempregado,946
66,331,2974,0,Rio de Janeiro,Assalariado,2381
54,711,9077,0,Belo Horizonte,Desempregado,401
49,659,7906,0,Porto Alegre,Desempregado,778
41,593,4641,0,Porto Alegre,Estudante,1197
19,741,9302,0,Rio de Janeiro,Empresário,9251
27,841,8131,0,Fortaleza,Desempregado,-60
27,812,7635,0,Fortaleza,Assalariado,3643
32,490,4427,0,São Paulo,Empresário,10054
44,640,4554,0,Porto Alegre,Desempregado,947
18,787,6041,0,Porto Alegre,Autônomo,5759
43,335,4236,1,Rio de Janeiro,Autônomo,5164
36,818,7895,0,Porto Alegre,Empresário,9990
53,837,10249,0,Rio de Janeiro,Estudante,592
57,786,9065,0,Belo Horizonte,Autônomo,5893
49,428,3829,0,Salvador,Desempregado,854
53,833,8866,0,Rio de Janeiro,Autônomo,5825
34,570,5961,0,Porto Alegre,Estudante,911
19,305,4398,1,Porto Alegre,Desempregado,372
58,703,5413,0,Porto Alegre,Autônomo,5577
19,438,3574,0,Salvador,Desempregado,432
25,784,7482,0,Fortaleza,Empresário,9909
21,545,6690,1,São Paulo,Empresário,10839
56,363,3609,0,São Paulo,Autônomo,4020
27,483,3763,0,Fortaleza,Empresário,10515
34,559,5833,1,Porto Alegre,Estudante,186
63,686,6093,0,Rio de Janeiro,Desempregado,-162
25,568,4616,0,Porto Alegre,Autônomo,4979
21,447,2896,0,Fortaleza,Autônomo,4909
31,825,8575,0,Fortaleza,Autônomo,4199
35,608,7085,0,Salvador,Autônomo,5055
52,428,2369,0,Porto Alegre,Empresário,9141
29,753,9475,0,Belo Horizonte,Estudante,1869
40,389,3129,1,Belo Horizonte,Estudante,1490
55,740,7054,1,Salvador,Empresário,9012
53,646,6067,0,Salvador,Autônomo,4046
19,379,2937,0,São Paulo,Autônomo,4759
30,302,4257,1,Belo Horizonte,Autônomo,4964
57,484,4058,0,Rio de Janeiro,Estudante,651
39,503,4011,0,São Paulo,Autônomo,4926
24,481,6321,1,São Paulo,Desempregado,45
60,620,5248,1,Belo Horizonte,Assalariado,3375
55,662,8414,0,Porto Alegre,Empresário,10970
27,735,5414,0,São Paulo,Assalariado,3283
42,389,5757,1,Fortaleza,Desempregado,565
36,559,5806,1,Porto Alegre,Autônomo,5180
69,577,5097,1,Rio de Janeiro,Autônomo,5989
63,719,7015,0,São Paulo,Estudante,241
63,763,5775,0,Salvador,Empresário,9477
34,834,7279,0,Rio de Janeiro,Empresário,10100
49,517,4863,0,Belo Horizonte,Empresário,9359
20,358,2381,0,Rio de Janeiro,Desempregado,6
54,400,5784,1,Rio de Janeiro,Estudante,1643
67,836,8963,0,Belo Horizonte,Assalariado,2535
27,777,9053,0,Rio de Janeiro,Autônomo,5461
30,657,8164,0,Porto Alegre,Assalariado,2840
50,546,5622,0,Salvador,Autônomo,5512
43,659,6192,0,São Paulo,Desempregado,1034
37,440,3766,1,São Paulo,Autônomo,5588
24,502,5713,0,Salvador,Desempregado,-487
49,714,6671,0,Salvador,Desempregado,362
23,831,9308,0,Fortaleza,Estudante,1752
45,816,7601,0,Porto Alegre,Desempregado,48
46,783,7199,0,Rio de Janeiro,Assalariado,2200
18,578,5979,1,Fortaleza,Empresário,10383
59,746,8292,0,Porto Alegre,Desempregado,-56
22,310,4315,0,Porto Alegre,Estudante,1879
40,750,6218,0,São Paulo,Assalariado,3862
56,414,3200,0,Belo Horizonte,Assalariado,3806
69,568,5103,0,Fortaleza,Autônomo,5311
28,841,8545,0,Rio de Janeiro,Estudante,524
55,547,6592,1,Salvador,Autônomo,5439
31,736,8860,0,Salvador,Estudante,1469
25,478,6440,0,Porto Alegre,Assalariado,2566
69,437,5676,1,Porto Alegre,Assalariado,2963
45,478,3294,0,Belo Horizonte,Assalariado,2616
55,703,6556,0,Porto Alegre,Assalariado,3735
32,676,5212,0,Belo Horizonte,Desempregado,820
30,358,4705,1,Rio de Janeiro,Autônomo,4581
53,692,5501,0,Porto Alegre,Desempregado,-347
47,805,8206,0,Salvador,Assalariado,2602
34,777,6848,1,Fortaleza,Autônomo,4233
36,744,5929,0,São Paulo,Empresário,9861
31,617,7671,0,Porto Alegre,Autônomo,5896
20,416,3813,1,Salvador,Desempregado,-121
59,444,3341,1,Fortaleza,Autônomo,4145
48,558,7010,0,Rio de Janeiro,Autônomo,5326
50,467,6375,1,Salvador,Assalariado,3596
59,770,5731,0,Salvador,Desempregado,1484
56,675,7673,0,São Paulo,Autônomo,5531
58,679,6381,0,Salvador,Assalariado,3328
21,376,3733,0,Belo Horizonte,Estudante,1326
43,606,5301,0,São Paulo,Estudante,961
30,632,5995,0,Salvador,Desempregado,1442
46,364,4083,1,Porto Alegre,Estudante,1535
20,606,5688,0,São Paulo,Estudante,1099
65,623,4679,0,Belo Horizonte,Autônomo,5447
63,391,2332,0,Belo Horizonte,Assalariado,3145
20,618,7252,1,São Paulo,Estudante,539
25,632,8227,0,Fortaleza,Desempregado,446
18,581,5590,0,Porto Alegre,Autônomo,5931
44,625,7045,0,Salvador,Autônomo,4236
62,545,5570,1,Rio de Janeiro,Empresário,9704
18,398,5447,1,Salvador,Estudante,874
39,757,7094,0,Fortaleza,Assalariado,3414
33,301,1307,1,Porto Alegre,Estudante,1803
27,593,5115,0,Rio de Janeiro,Empresário,9866
34,810,9570,0,Salvador,Assalariado,2772
47,844,7945,0,Porto Alegre,Desempregado,404
29,615,5019,1,Fortaleza,Empresário,9390
46,768,8328,0,Fortaleza,Desempregado,-8
59,494,3383,0,São Paulo,Empresário,10735
34,564,3713,1,São Paulo,Autônomo,4379
25,615,7611,0,São Paulo,Assalariado,2632
29,600,7312,0,Rio de Janeiro,Estudante,1692
30,469,6641,0,Porto Alegre,Estudante,1993
53,646,7664,0,Rio de Janeiro,Empresário,10948
52,371,4709,1,Belo Horizonte,Assalariado,3271
27,601,7771,0,Fortaleza,Estudante,581
24,314,1758,0,Rio de Janeiro,Estudante,1427
55,543,7384,0,Rio de Janeiro,Empresário,10391
65,350,3984,1,Fortaleza,Estudante,125
66,776,8480,0,São Paulo,Empresário,10866
24,571,4550,0,São Paulo,Autônomo,5495
26,735,8537,1,Belo Horizonte,Assalariado,2389
53,713,6557,0,Belo Horizonte,Assalariado,2790
23,379,5148,0,Salvador,Autônomo,4401
40,387,3030,0,Salvador,Empresário,10050
61,315,3532,0,Porto Alegre,Desempregado,-74
68,655,7008,0,Fortaleza,Empresário,10456
64,710,6822,0,Porto Alegre,Autônomo,5354
36,645,6169,1,Fortaleza,Estudante,1353
41,492,6024,0,Belo Horizonte,Desempregado,1059
46,428,5036,0,São Paulo,Autônomo,4994
67,500,5544,1,Fortaleza,Desempregado,660
25,374,3686,1,Salvador,Estudante,1845
41,540,6020,0,São Paulo,Assalariado,3205
46,736,6580,0,São Paulo,Empresário,9324
39,440,5454,1,Fortaleza,Assalariado,2745
65,337,1919,0,Belo Horizonte,Assalariado,3571
22,772,9023,1,Fortaleza,Desempregado,630
30,662,8462,0,Fortaleza,Autônomo,5794
43,363,5309,0,São Paulo,Desempregado,-147
47,619,4875,0,São Paulo,Autônomo,5887
53,378,2400,1,Salvador,Empresário,10006
60,845,10341,0,Rio de Janeiro,Empresário,9092
62,747,5861,0,Fortaleza,Autônomo,5500
26,346,2588,0,Rio de Janeiro,Desempregado,1401
35,527,4193,0,São Paulo,Autônomo,4972
18,823,9482,0,Salvador,Desempregado,266
65,563,7180,1,Salvador,Autônomo,4121
38,334,4674,0,Belo Horizonte,Estudante,1707
30,534,6311,1,Fortaleza,Assalariado,2034
42,406,4212,0,Porto Alegre,Assalariado,3828
66,710,7207,0,Salvador,Empresário,10083
36,751,8928,0,São Paulo,Autônomo,5228
30,529,5875,1,Porto Alegre,Empresário,9267
47,350,4561,0,Porto Alegre,Desempregado,579
66,333,4099,0,Salvador,Desempregado,1483
60,706,6551,0,Rio de Janeiro,Desempregado,571
41,314,3434,1,São Paulo,Assalariado,2633
30,597,6557,0,São Paulo,Empresário,10987
39,386,4198,0,Porto Alegre,Empresário,9816
58,694,6887,0,Belo Horizonte,Autônomo,4658
68,622,6327,0,Porto Alegre,Desempregado,407
27,601,4895,1,Belo Horizonte,Empresário,10065
36,492,6406,0,Rio de Janeiro,Empresário,10457
57,434,5519,0,Belo Horizonte,Estudante,1771
67,808,6444,0,Rio de Janeiro,Autônomo,5834
53,443,6194,1,Salvador,Estudante,1336
32,503,4509,0,Fortaleza,Autônomo,4165
66,482,6608,1,São Paulo,Assalariado,3495
63,468,5011,1,Porto Alegre,Empresário,10025
44,596,5712,0,Fortaleza,Autônomo,5391
51,831,9639,0,São Paulo,Autônomo,5156
23,361,2071,0,Belo Horizonte,Assalariado,3644
54,324,2312,1,Porto Alegre,Estudante,962
44,541,3830,1,Salvador,Empresário,9910
42,575,7541,0,Fortaleza,Assalariado,2627
39,336,3815,0,Salvador,Assalariado,3932
59,606,5066,0,Belo Horizonte,Estudante,43
53,815,9169,0,Fortaleza,Empresário,10178
57,751,7641,0,Fortaleza,Autônomo,4996
69,351,2716,1,Salvador,Assalariado,2960
60,386,2703,0,Salvador,Estudante,628
38,410,4116,0,Salvador,Autônomo,5700
