Subscription Date,Churn Date,Customer Segment,Churn Reason,Subscription Duration (days),Acquisition Channel,Call Minutes (monthly),Data Usage (MB monthly),Location
2023-04-06,,pré-pago,,,Referência,274,4186,IL
2023-05-29,,pós-pago,,,Publicidade Tradicional,340,1722,NY
2023-02-03,2023-11-21,pós-pago,Qualidade do Serviço,291.0,Publicidade Tradicional,527,4162,FL
2023-06-15,,pré-pago,,,Publicidade Tradicional,695,2438,IL
2022-11-15,,pré-pago,,,Busca Online,78,889,TX
2022-10-18,,pré-pago,,,Referência,404,1674,CA
2023-03-20,,pós-pago,,,Referência,474,3610,IL
2022-11-23,,pós-pago,,,Redes Sociais,713,139,IL
2022-09-12,,pré-pago,,,Busca Online,337,1869,WA
2023-03-18,,pós-pago,,,Referência,224,2574,TX
2023-01-10,,pós-pago,,,Publicidade Tradicional,515,2141,TX
2023-06-28,,pré-pago,,,Redes Sociais,640,3481,WA
2023-08-07,,pré-pago,,,Referência,691,3921,IL
2022-10-04,,pré-pago,,,Publicidade Tradicional,685,1877,IL
2023-04-13,2023-09-26,pré-pago,Preço,166.0,Busca Online,383,751,TX
2023-05-23,2023-12-22,pré-pago,Mudança para concorrente,213.0,Referência,712,4252,NY
2023-05-09,2023-11-10,pré-pago,,185.0,Busca Online,217,2161,CA
2023-04-04,2024-02-23,pré-pago,Atendimento ao Cliente,325.0,Referência,470,2653,NY
2022-11-17,2023-07-22,pré-pago,,247.0,Publicidade Tradicional,389,1820,FL
2023-04-11,,pós-pago,,,Publicidade Tradicional,302,495,TX
2022-11-06,,pré-pago,,,Publicidade Tradicional,550,2147,CA
2023-05-26,,pós-pago,,,Referência,792,2328,WA
2022-10-31,,pós-pago,,,Redes Sociais,474,1274,WA
2023-08-03,,pós-pago,,,Busca Online,777,1077,NY
2022-12-08,,pré-pago,,,Publicidade Tradicional,443,2559,NY
2022-09-03,2022-09-12,pré-pago,Mudança para concorrente,9.0,Publicidade Tradicional,41,4144,NY
2023-05-17,,pré-pago,,,Busca Online,280,3045,TX
2023-02-12,,pré-pago,,,Referência,909,4354,FL
2023-02-25,,pós-pago,,,Publicidade Tradicional,257,874,WA
2023-01-15,,pré-pago,,,Referência,810,3828,FL
2022-10-04,,pré-pago,,,Busca Online,299,453,TX
2023-08-16,,pós-pago,,,Referência,342,2015,CA
2023-07-27,,pré-pago,,,Publicidade Tradicional,714,4235,CA
2023-02-03,,pré-pago,,,Redes Sociais,645,4421,NY
2023-08-14,,pós-pago,,,Redes Sociais,587,4038,TX
2023-02-04,,pré-pago,,,Publicidade Tradicional,190,3920,NY
2023-06-05,,pós-pago,,,Redes Sociais,736,389,WA
2022-09-05,,pré-pago,,,Busca Online,250,3572,IL
2022-10-01,,pós-pago,,,Publicidade Tradicional,12,177,CA
2023-02-01,,pré-pago,,,Busca Online,824,1580,TX
2023-08-10,,pós-pago,,,Publicidade Tradicional,393,3524,CA
2023-02-26,,pré-pago,,,Redes Sociais,747,932,FL
2023-01-22,,pré-pago,,,Busca Online,193,3711,FL
2023-06-12,,pós-pago,,,Busca Online,387,180,TX
2022-10-16,2023-02-17,pós-pago,Mudança para concorrente,124.0,Redes Sociais,693,871,TX
2023-03-28,2023-10-30,pré-pago,Qualidade do Serviço,216.0,Redes Sociais,434,2305,FL
2023-08-08,,pós-pago,,,Busca Online,327,1552,IL
2023-06-04,,pós-pago,,,Referência,993,999,TX
2023-05-24,,pré-pago,,,Busca Online,587,565,WA
2022-10-30,,pré-pago,,,Referência,538,329,WA
2022-10-23,,pré-pago,,,Busca Online,843,2837,TX
2022-12-31,,pré-pago,,,Publicidade Tradicional,786,146,CA
2023-07-23,,pré-pago,,,Referência,774,2722,FL
2023-06-01,,pré-pago,,,Referência,40,4706,NY
2022-10-27,,pré-pago,,,Redes Sociais,806,404,TX
2023-03-02,,pós-pago,,,Redes Sociais,182,795,FL
2023-07-27,,pré-pago,,,Redes Sociais,170,839,FL
2023-07-07,,pré-pago,,,Busca Online,526,3117,TX
2022-11-28,,pré-pago,,,Referência,161,3305,NY
2023-02-01,,pré-pago,,,Busca Online,894,4930,NY
2023-03-24,2023-07-27,pós-pago,Qualidade do Serviço,125.0,Referência,559,1378,NY
2023-03-16,,pós-pago,,,Redes Sociais,685,3854,FL
2023-01-08,,pós-pago,,,Referência,378,3090,NY
2022-12-06,,pré-pago,,,Publicidade Tradicional,370,1906,IL
2023-06-16,,pós-pago,,,Busca Online,113,1963,IL
2023-08-04,,pré-pago,,,Publicidade Tradicional,520,4620,NY
2022-12-26,,pré-pago,,,Busca Online,319,794,TX
2022-12-02,,pós-pago,,,Referência,905,4866,IL
2023-02-23,2023-11-18,pós-pago,Qualidade do Serviço,268.0,Busca Online,958,3152,WA
2023-03-11,,pré-pago,,,Busca Online,775,3835,FL
2022-10-17,,pré-pago,,,Referência,920,529,NY
2022-10-20,,pós-pago,,,Referência,791,3264,FL
2022-10-16,,pré-pago,,,Busca Online,666,3678,CA
2023-02-09,2024-01-25,pré-pago,Atendimento ao Cliente,350.0,Publicidade Tradicional,741,1225,NY
2023-02-14,,pós-pago,,,Publicidade Tradicional,643,3029,IL
2022-10-02,,pós-pago,,,Redes Sociais,363,1890,NY
2022-11-30,,pré-pago,,,Referência,589,271,WA
2023-03-31,,pós-pago,,,Publicidade Tradicional,211,4966,IL
2022-10-16,,pós-pago,,,Publicidade Tradicional,30,3794,FL
2022-10-27,,pré-pago,,,Busca Online,799,998,CA
2022-12-22,,pós-pago,,,Redes Sociais,580,1468,NY
2023-03-13,2023-12-30,pré-pago,,292.0,Referência,784,437,IL
2022-12-28,,pós-pago,,,Busca Online,986,4114,NY
2023-06-09,,pós-pago,,,Busca Online,542,3590,WA
2023-08-19,2024-07-30,pré-pago,Qualidade do Serviço,346.0,Publicidade Tradicional,922,4997,TX
2022-11-01,,pré-pago,,,Redes Sociais,467,3830,NY
2022-09-30,,pós-pago,,,Redes Sociais,632,3828,CA
2023-08-22,,pré-pago,,,Redes Sociais,884,1110,TX
2023-03-21,2023-08-03,pós-pago,,135.0,Referência,511,581,FL
2023-03-25,,pré-pago,,,Publicidade Tradicional,362,3804,IL
2023-08-11,,pós-pago,,,Redes Sociais,936,3664,WA
2022-12-12,2023-04-14,pós-pago,Atendimento ao Cliente,123.0,Referência,485,572,TX
2022-11-03,2023-04-01,pré-pago,Atendimento ao Cliente,149.0,Busca Online,990,3063,WA
2022-11-03,,pré-pago,,,Redes Sociais,486,4960,WA
2022-12-31,,pré-pago,,,Busca Online,318,4018,CA
2023-02-02,,pré-pago,,,Redes Sociais,829,493,CA
2022-09-17,,pré-pago,,,Redes Sociais,563,4002,NY
2023-06-07,,pré-pago,,,Publicidade Tradicional,120,2157,CA
2022-09-22,,pós-pago,,,Redes Sociais,272,1235,CA
2022-09-10,,pré-pago,,,Redes Sociais,875,3074,IL
2023-06-09,,pós-pago,,,Publicidade Tradicional,504,3222,TX
2022-10-06,,pré-pago,,,Referência,957,3670,FL
2022-09-15,,pós-pago,,,Referência,820,4447,FL
2022-09-16,,pós-pago,,,Publicidade Tradicional,11,1095,IL
2023-06-20,,pós-pago,,,Referência,260,4378,CA
2022-09-30,2023-08-16,pós-pago,Qualidade do Serviço,320.0,Referência,85,1123,TX
2023-04-26,,pré-pago,,,Redes Sociais,975,1780,IL
2023-06-18,,pós-pago,,,Publicidade Tradicional,328,164,CA
2022-12-19,,pós-pago,,,Publicidade Tradicional,898,3130,NY
2023-04-29,2023-09-17,pré-pago,Qualidade do Serviço,141.0,Referência,75,1861,IL
2023-04-21,,pré-pago,,,Publicidade Tradicional,553,4420,TX
2023-08-20,,pós-pago,,,Redes Sociais,121,229,IL
2023-06-18,,pré-pago,,,Publicidade Tradicional,335,1627,NY
2022-12-01,,pré-pago,,,Busca Online,636,725,IL
2023-08-31,,pós-pago,,,Busca Online,269,4169,FL
2023-08-25,,pós-pago,,,Publicidade Tradicional,467,514,WA
2023-03-07,,pós-pago,,,Referência,581,1517,WA
2023-03-17,,pré-pago,,,Referência,410,1474,NY
2023-05-02,2023-09-18,pós-pago,Atendimento ao Cliente,139.0,Redes Sociais,297,3952,CA
2022-09-16,2023-02-21,pós-pago,,158.0,Redes Sociais,498,4192,TX
2023-01-07,,pós-pago,,,Busca Online,814,4908,CA
2022-12-20,,pós-pago,,,Referência,825,2223,NY
2022-09-24,,pós-pago,,,Publicidade Tradicional,145,2597,CA
2022-11-26,,pré-pago,,,Busca Online,53,4313,NY
2023-03-04,2024-01-30,pós-pago,Preço,332.0,Referência,808,2170,WA
2022-09-28,,pré-pago,,,Publicidade Tradicional,546,4060,CA
2023-03-29,,pré-pago,,,Busca Online,745,1264,FL
2022-11-22,2023-08-16,pré-pago,Atendimento ao Cliente,267.0,Redes Sociais,770,4779,WA
2022-12-17,,pós-pago,,,Busca Online,593,4553,IL
2023-04-15,2023-08-20,pré-pago,Atendimento ao Cliente,127.0,Referência,356,2650,NY
2022-10-27,,pré-pago,,,Publicidade Tradicional,45,4695,TX
2023-06-17,,pré-pago,,,Redes Sociais,276,2874,IL
2023-06-30,,pré-pago,,,Busca Online,891,2354,CA
2023-04-01,,pós-pago,,,Publicidade Tradicional,470,1626,FL
2023-06-18,2023-10-30,pós-pago,Preço,134.0,Redes Sociais,924,4429,FL
2023-04-17,,pré-pago,,,Busca Online,495,2704,WA
2023-07-19,2024-06-18,pré-pago,Atendimento ao Cliente,335.0,Publicidade Tradicional,243,605,CA
2023-04-11,,pré-pago,,,Redes Sociais,642,3931,NY
2023-05-13,,pós-pago,,,Redes Sociais,392,2145,CA
2023-08-14,,pós-pago,,,Redes Sociais,816,3796,FL
2022-12-22,,pré-pago,,,Publicidade Tradicional,943,3219,CA
2023-03-28,,pré-pago,,,Busca Online,434,3586,IL
2023-06-04,,pré-pago,,,Busca Online,774,2565,CA
2022-12-01,,pós-pago,,,Busca Online,789,2811,TX
2023-04-15,2024-03-06,pós-pago,Qualidade do Serviço,326.0,Busca Online,433,2682,TX
2022-12-22,,pré-pago,,,Publicidade Tradicional,448,4109,TX
2022-11-07,2023-03-09,pós-pago,,122.0,Publicidade Tradicional,810,4409,WA
2023-08-08,,pós-pago,,,Busca Online,353,3790,WA
2023-08-12,,pré-pago,,,Referência,334,1799,WA
2022-10-16,2023-08-22,pós-pago,Atendimento ao Cliente,310.0,Busca Online,876,3710,NY
2023-01-23,,pré-pago,,,Publicidade Tradicional,348,3395,NY
2023-04-14,,pré-pago,,,Referência,407,192,IL
2023-05-06,,pós-pago,,,Busca Online,302,4939,CA
2023-02-08,,pré-pago,,,Publicidade Tradicional,977,4399,NY
2022-11-19,,pré-pago,,,Redes Sociais,312,2915,CA
2023-05-27,,pré-pago,,,Publicidade Tradicional,510,2432,CA
2023-08-12,,pós-pago,,,Referência,509,3410,IL
2022-11-18,2023-02-26,pré-pago,Qualidade do Serviço,100.0,Publicidade Tradicional,790,2165,TX
2023-01-27,2023-04-16,pós-pago,Preço,79.0,Busca Online,591,2771,CA
2022-12-20,,pré-pago,,,Busca Online,458,3218,CA
2023-07-01,,pós-pago,,,Busca Online,693,1932,FL
2023-02-01,,pré-pago,,,Redes Sociais,372,2797,NY
2023-08-27,2024-01-23,pós-pago,Preço,149.0,Redes Sociais,715,1001,IL
2022-11-10,,pré-pago,,,Publicidade Tradicional,935,1814,CA
2022-12-27,,pós-pago,,,Redes Sociais,127,3241,NY
2023-02-14,,pré-pago,,,Busca Online,105,298,IL
2023-05-24,,pós-pago,,,Busca Online,59,808,FL
2022-11-09,,pré-pago,,,Busca Online,229,4292,CA
2023-03-07,,pós-pago,,,Publicidade Tradicional,234,1482,CA
2023-01-24,,pré-pago,,,Publicidade Tradicional,294,4663,NY
2022-12-07,2023-05-04,pós-pago,Atendimento ao Cliente,148.0,Publicidade Tradicional,269,2281,CA
2023-02-13,,pós-pago,,,Referência,440,3374,IL
2023-04-09,,pré-pago,,,Referência,519,2044,TX
2023-02-10,,pós-pago,,,Redes Sociais,434,3403,WA
2023-04-19,,pós-pago,,,Redes Sociais,466,3815,WA
2023-01-11,,pré-pago,,,Busca Online,146,3348,NY
2023-06-27,,pré-pago,,,Referência,447,3489,TX
2022-10-09,,pós-pago,,,Publicidade Tradicional,70,2951,IL
2023-04-14,,pós-pago,,,Redes Sociais,375,2499,FL
2022-10-08,,pós-pago,,,Redes Sociais,196,197,IL
2023-08-13,2023-10-15,pré-pago,Preço,63.0,Referência,428,4625,NY
2023-04-01,,pós-pago,,,Redes Sociais,168,3361,WA
2023-01-08,,pré-pago,,,Referência,35,1889,FL
2023-07-16,2023-10-13,pré-pago,,89.0,Referência,332,2035,NY
2023-07-02,,pós-pago,,,Redes Sociais,777,3347,TX
2022-12-08,,pós-pago,,,Referência,338,3027,CA
2023-04-11,2023-04-22,pós-pago,Atendimento ao Cliente,11.0,Referência,251,4515,FL
2022-09-14,,pré-pago,,,Publicidade Tradicional,418,2667,CA
2022-11-27,,pós-pago,,,Publicidade Tradicional,552,2093,NY
2023-05-13,2023-09-08,pré-pago,Mudança para concorrente,118.0,Referência,103,4608,TX
2023-04-22,,pós-pago,,,Publicidade Tradicional,326,2868,WA
2023-05-18,,pré-pago,,,Busca Online,638,913,TX
2023-04-08,,pós-pago,,,Referência,135,4330,TX
2023-03-23,,pós-pago,,,Busca Online,299,530,IL
2022-09-30,,pré-pago,,,Redes Sociais,855,1328,NY
2022-10-25,2023-05-20,pós-pago,Mudança para concorrente,207.0,Redes Sociais,421,4683,IL
2022-11-15,,pós-pago,,,Publicidade Tradicional,695,2244,CA
2022-12-26,2023-08-21,pós-pago,Atendimento ao Cliente,238.0,Referência,595,3603,TX
2022-09-02,,pós-pago,,,Busca Online,466,2559,FL
2023-01-07,,pós-pago,,,Referência,95,1046,FL
2023-07-08,,pré-pago,,,Busca Online,943,4156,FL
2023-08-09,,pós-pago,,,Referência,586,3772,IL
2023-06-08,,pré-pago,,,Publicidade Tradicional,144,1387,FL
2022-11-18,,pré-pago,,,Referência,869,959,WA
2022-11-06,,pré-pago,,,Publicidade Tradicional,27,4510,NY
2023-06-21,,pós-pago,,,Busca Online,499,4852,FL
2023-01-17,,pré-pago,,,Busca Online,570,4699,IL
2023-08-31,,pré-pago,,,Redes Sociais,725,2177,IL
2023-01-10,,pré-pago,,,Redes Sociais,35,4861,NY
2023-02-27,,pré-pago,,,Busca Online,99,229,FL
2023-06-15,2024-02-27,pré-pago,Qualidade do Serviço,257.0,Redes Sociais,159,1833,FL
2023-06-15,,pós-pago,,,Busca Online,563,4285,FL
2023-02-27,,pré-pago,,,Referência,51,1522,WA
2023-05-08,2024-02-03,pré-pago,,271.0,Redes Sociais,268,4533,IL
2023-08-23,,pós-pago,,,Redes Sociais,252,3727,TX
2023-06-10,2023-07-25,pós-pago,Mudança para concorrente,45.0,Busca Online,268,744,FL
2023-03-16,,pré-pago,,,Referência,629,1252,CA
2023-06-08,,pré-pago,,,Publicidade Tradicional,703,2057,TX
2023-05-09,,pós-pago,,,Referência,16,4808,FL
2023-06-11,,pré-pago,,,Busca Online,887,3197,TX
2022-10-30,2023-08-26,pós-pago,Preço,300.0,Redes Sociais,303,2326,TX
2023-03-03,,pré-pago,,,Publicidade Tradicional,553,2894,FL
2023-06-07,2024-03-10,pré-pago,,277.0,Publicidade Tradicional,936,1174,NY
2022-12-23,2023-10-16,pós-pago,Mudança para concorrente,297.0,Busca Online,982,2225,IL
2022-10-20,,pós-pago,,,Referência,71,1631,IL
2023-02-12,,pré-pago,,,Publicidade Tradicional,262,3424,CA
2023-08-07,,pós-pago,,,Publicidade Tradicional,133,1249,NY
2023-07-25,,pós-pago,,,Referência,219,3500,WA
2023-03-01,,pré-pago,,,Busca Online,890,4853,IL
2023-02-22,2023-07-03,pré-pago,Atendimento ao Cliente,131.0,Referência,158,2631,IL
2023-01-26,,pré-pago,,,Referência,86,3156,FL
2022-09-29,,pré-pago,,,Busca Online,859,4991,TX
2022-11-10,,pós-pago,,,Referência,664,950,CA
2022-10-01,,pós-pago,,,Publicidade Tradicional,433,2041,CA
2023-07-11,2024-03-03,pré-pago,Preço,236.0,Publicidade Tradicional,912,4345,WA
2023-05-27,,pré-pago,,,Referência,395,1065,FL
2022-10-21,,pré-pago,,,Redes Sociais,427,275,WA
2023-06-08,,pós-pago,,,Referência,15,221,TX
2022-10-21,,pré-pago,,,Redes Sociais,599,3631,FL
2022-12-31,,pós-pago,,,Busca Online,528,4719,IL
2023-05-04,,pós-pago,,,Publicidade Tradicional,44,3407,TX
2022-12-24,2023-06-06,pré-pago,Preço,164.0,Publicidade Tradicional,820,1015,FL
2023-04-20,,pós-pago,,,Publicidade Tradicional,540,281,WA
2023-08-21,,pré-pago,,,Publicidade Tradicional,338,3485,CA
2023-04-23,,pós-pago,,,Publicidade Tradicional,169,2991,TX
2023-04-09,2023-10-02,pós-pago,Preço,176.0,Referência,647,4247,TX
2023-04-20,,pós-pago,,,Publicidade Tradicional,643,498,NY
2022-09-18,2023-07-10,pós-pago,Qualidade do Serviço,295.0,Redes Sociais,986,3885,NY
2023-06-08,,pré-pago,,,Publicidade Tradicional,210,1964,IL
2022-11-06,2023-03-25,pós-pago,Mudança para concorrente,139.0,Redes Sociais,41,825,FL
2023-07-14,,pré-pago,,,Referência,857,4468,IL
2022-10-21,,pré-pago,,,Busca Online,902,4962,TX
2023-05-14,,pré-pago,,,Redes Sociais,953,3236,CA
2023-08-20,,pré-pago,,,Busca Online,451,1893,FL
2022-09-11,,pós-pago,,,Publicidade Tradicional,155,3876,IL
2023-01-08,,pré-pago,,,Busca Online,738,3061,NY
2023-01-14,2023-12-30,pré-pago,Qualidade do Serviço,350.0,Referência,56,4790,WA
2023-06-08,,pós-pago,,,Referência,647,4941,WA
2023-04-13,,pós-pago,,,Referência,104,1294,TX
2023-08-24,,pré-pago,,,Publicidade Tradicional,289,1681,FL
2022-12-31,,pós-pago,,,Busca Online,545,2057,IL
2023-03-01,2023-11-03,pré-pago,Preço,247.0,Referência,567,3319,TX
2023-01-14,,pré-pago,,,Busca Online,605,4068,FL
2023-01-21,,pré-pago,,,Publicidade Tradicional,503,232,IL
2022-10-20,2023-02-17,pós-pago,,120.0,Busca Online,87,4181,FL
2022-10-14,,pós-pago,,,Busca Online,238,4044,CA
2023-04-08,2023-04-21,pré-pago,Qualidade do Serviço,13.0,Busca Online,220,938,IL
2022-10-04,,pré-pago,,,Redes Sociais,494,477,WA
2022-11-07,2023-07-26,pré-pago,Preço,261.0,Referência,905,4449,IL
2023-08-30,2024-01-11,pós-pago,Preço,134.0,Referência,285,606,CA
2023-02-11,,pré-pago,,,Busca Online,359,3537,WA
2023-02-16,2023-05-04,pré-pago,,77.0,Busca Online,932,1649,FL
2023-01-30,,pós-pago,,,Publicidade Tradicional,745,3319,FL
2023-03-16,2024-02-09,pré-pago,Preço,330.0,Busca Online,672,2091,WA
2023-03-06,,pré-pago,,,Busca Online,532,591,TX
2023-08-25,,pré-pago,,,Busca Online,481,3761,CA
2023-06-03,,pré-pago,,,Busca Online,448,1732,WA
2023-01-21,2023-11-12,pós-pago,,295.0,Publicidade Tradicional,791,493,TX
2023-02-20,,pós-pago,,,Publicidade Tradicional,806,1827,TX
2022-10-18,,pré-pago,,,Publicidade Tradicional,341,4009,IL
2022-09-08,,pós-pago,,,Referência,53,1378,IL
2023-07-03,,pré-pago,,,Redes Sociais,636,235,IL
2023-02-25,,pré-pago,,,Busca Online,159,3953,FL
2022-09-14,,pré-pago,,,Busca Online,888,2370,CA
2023-08-17,,pós-pago,,,Publicidade Tradicional,819,4448,NY
2023-08-16,,pós-pago,,,Publicidade Tradicional,738,3999,NY
2022-11-24,,pré-pago,,,Referência,242,2390,CA
2023-05-27,,pós-pago,,,Redes Sociais,294,3600,NY
2023-04-26,,pré-pago,,,Publicidade Tradicional,698,3425,CA
2022-09-11,,pré-pago,,,Referência,404,691,TX
2023-03-29,,pós-pago,,,Busca Online,575,2771,FL
2023-03-26,,pós-pago,,,Busca Online,861,162,NY
2023-04-30,,pré-pago,,,Publicidade Tradicional,920,1064,FL
2022-09-19,2023-03-09,pré-pago,Preço,171.0,Redes Sociais,14,2241,CA
2022-10-14,,pós-pago,,,Referência,359,2910,TX
2022-10-12,,pós-pago,,,Busca Online,819,2134,WA
2023-08-28,,pré-pago,,,Publicidade Tradicional,659,799,NY
2023-05-20,,pós-pago,,,Publicidade Tradicional,475,4917,WA
2023-08-05,2024-01-31,pós-pago,Mudança para concorrente,179.0,Referência,135,4744,CA
2023-06-22,,pós-pago,,,Redes Sociais,638,866,TX
2023-08-16,2023-12-01,pré-pago,Preço,107.0,Publicidade Tradicional,29,4717,TX
2023-01-18,,pré-pago,,,Redes Sociais,615,429,IL
2023-08-10,2024-01-24,pós-pago,,167.0,Referência,733,4830,FL
2023-08-07,,pós-pago,,,Publicidade Tradicional,895,1684,FL
2023-08-31,2024-02-12,pré-pago,,165.0,Busca Online,593,4668,FL
2023-05-26,,pré-pago,,,Publicidade Tradicional,920,3171,NY
2023-02-02,2023-08-12,pós-pago,Atendimento ao Cliente,191.0,Busca Online,849,3550,IL
2022-12-01,,pré-pago,,,Publicidade Tradicional,903,3135,FL
2023-02-27,,pós-pago,,,Redes Sociais,648,3620,WA
2023-07-26,,pós-pago,,,Publicidade Tradicional,412,2892,WA
2022-11-21,,pós-pago,,,Busca Online,590,3989,WA
2023-03-06,,pós-pago,,,Publicidade Tradicional,666,3068,TX
2023-03-11,,pré-pago,,,Redes Sociais,314,4602,IL
2022-11-11,,pré-pago,,,Busca Online,849,3523,NY
2022-11-18,,pós-pago,,,Redes Sociais,358,3007,NY
2022-11-18,,pré-pago,,,Publicidade Tradicional,11,4690,IL
2022-10-02,,pré-pago,,,Busca Online,409,3221,TX
2023-07-26,,pré-pago,,,Publicidade Tradicional,864,1550,IL
2023-05-02,,pré-pago,,,Redes Sociais,953,1946,CA
2022-09-04,,pré-pago,,,Busca Online,351,2144,CA
2023-05-27,,pré-pago,,,Referência,405,934,TX
2022-11-01,,pré-pago,,,Publicidade Tradicional,622,4258,CA
2023-07-11,2023-10-23,pós-pago,Mudança para concorrente,104.0,Redes Sociais,262,4600,TX
2023-02-22,,pós-pago,,,Redes Sociais,264,208,NY
2023-06-01,,pré-pago,,,Referência,398,2429,WA
2023-05-18,,pós-pago,,,Busca Online,266,471,WA
2023-04-07,,pré-pago,,,Publicidade Tradicional,406,4150,IL
2023-06-08,2024-03-17,pós-pago,Mudança para concorrente,283.0,Busca Online,594,935,IL
2023-06-21,,pré-pago,,,Publicidade Tradicional,483,2524,TX
2022-10-24,2023-03-31,pré-pago,Preço,158.0,Publicidade Tradicional,430,2479,NY
2023-08-19,,pós-pago,,,Referência,152,3171,TX
2023-08-31,,pré-pago,,,Busca Online,438,585,CA
2023-05-22,,pós-pago,,,Busca Online,180,3002,FL
2023-04-20,,pós-pago,,,Publicidade Tradicional,295,3603,FL
2022-10-28,,pós-pago,,,Redes Sociais,315,3320,NY
2022-11-30,,pré-pago,,,Redes Sociais,587,2349,IL
2022-12-26,2023-03-28,pré-pago,Atendimento ao Cliente,92.0,Redes Sociais,271,1691,CA
2023-06-12,,pós-pago,,,Referência,366,1819,CA
2023-04-17,2024-03-29,pré-pago,Mudança para concorrente,347.0,Publicidade Tradicional,854,3203,IL
2023-06-29,,pós-pago,,,Busca Online,362,2456,NY
2022-09-12,,pós-pago,,,Publicidade Tradicional,446,2250,FL
2023-04-07,,pré-pago,,,Referência,745,3311,WA
2023-03-18,2023-05-02,pós-pago,Atendimento ao Cliente,45.0,Busca Online,748,4173,NY
2022-12-08,,pós-pago,,,Busca Online,957,1289,FL
2023-05-27,,pós-pago,,,Busca Online,581,2045,TX
2023-07-03,,pré-pago,,,Publicidade Tradicional,284,2172,TX
2022-10-21,,pré-pago,,,Referência,11,973,WA
2023-05-26,2024-04-10,pós-pago,,320.0,Redes Sociais,291,2408,TX
2023-02-12,,pré-pago,,,Publicidade Tradicional,780,3913,FL
2022-12-10,,pós-pago,,,Redes Sociais,844,4564,WA
2023-07-27,,pré-pago,,,Referência,598,1646,FL
2023-06-16,,pré-pago,,,Redes Sociais,725,2352,FL
2022-11-22,,pós-pago,,,Busca Online,528,490,FL
2023-08-18,,pré-pago,,,Referência,500,342,IL
2023-06-04,2024-03-25,pós-pago,Preço,295.0,Busca Online,897,877,NY
2022-10-30,,pré-pago,,,Publicidade Tradicional,962,4419,NY
2022-09-09,,pré-pago,,,Redes Sociais,548,891,CA
2023-05-29,,pré-pago,,,Redes Sociais,178,4168,TX
2023-03-11,,pré-pago,,,Busca Online,772,2460,CA
2023-02-18,,pré-pago,,,Publicidade Tradicional,807,3565,CA
2023-02-23,,pós-pago,,,Busca Online,95,874,NY
2023-06-08,,pré-pago,,,Redes Sociais,459,1590,CA
2022-10-08,,pré-pago,,,Busca Online,905,4733,CA
2023-05-06,2024-04-09,pré-pago,Preço,339.0,Busca Online,228,1156,IL
2023-06-26,2023-08-09,pré-pago,,44.0,Referência,437,1989,TX
2023-02-16,,pré-pago,,,Publicidade Tradicional,108,2092,WA
2023-01-03,,pré-pago,,,Publicidade Tradicional,589,755,IL
2023-01-21,,pré-pago,,,Redes Sociais,811,4073,TX
2022-11-11,,pré-pago,,,Redes Sociais,900,2896,NY
2022-09-28,,pré-pago,,,Busca Online,144,4171,FL
2022-10-28,,pós-pago,,,Busca Online,277,486,CA
2023-08-11,,pré-pago,,,Referência,650,3938,TX
2022-10-23,,pós-pago,,,Busca Online,512,2611,FL
2023-06-02,,pós-pago,,,Redes Sociais,204,2306,FL
2022-11-25,2022-12-30,pré-pago,Atendimento ao Cliente,35.0,Busca Online,39,2414,FL
