ID_Venda,Data,ID_Loja,Localizacao,Canal,Categoria_Produto,Produto,Quantidade,Preco_Unitario,Desconto,ID_Cliente,Idade_Cliente,Genero_Cliente,Feedback
221,2022-01-23 19:31:09,021,São Paulo,Online,Tênis,Superstar,2,347,32,1220,25,Feminino,Ruim
222,2022-02-04 18:15:06,022,Rio de Janeiro,Loja Física,Tênis,Ultraboost,4,131,34,1221,66,Outro,Regular
223,2022-04-24 22:27:28,023,São Paulo,Online,Tênis,Superstar,2,164,41,1222,59,Outro,Regular
224,2022-12-06 04:02:35,024,Porto Alegre,Loja Física,Tênis,NMD,2,576,35,1223,55,Masculino,Ruim
225,2022-10-16 21:34:02,025,Rio de Janeiro,Online,Calças,Calça Treino,4,117,26,1224,35,Feminino,Ruim
226,2022-06-03 06:21:33,026,São Paulo,Online,Calças,Calça Casual,2,470,6,1225,45,Feminino,Ótimo
227,2022-08-10 00:14:45,027,Porto Alegre,Online,Calças,Calça Treino,2,242,42,1226,31,Masculino,Regular
228,2022-03-18 16:18:11,028,São Paulo,Online,Calças,Calça Treino,4,291,32,1227,27,Masculino,Ótimo
229,2022-09-13 19:29:38,029,Rio de Janeiro,Online,Calças,Calça Casual,3,346,47,1228,58,Outro,Regular
230,2022-05-24 14:01:56,030,Belo Horizonte,Online,Calças,Calça Casual,3,173,49,1229,56,Feminino,Ruim
231,2022-09-30 00:51:09,031,São Paulo,Online,Tênis,Superstar,4,93,35,1230,36,Masculino,Regular
232,2022-12-23 21:44:55,032,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,3,221,21,1231,27,Outro,Ótimo
233,2022-05-09 07:21:08,033,Belo Horizonte,Online,Calças,Calça Casual,4,234,27,1232,22,Feminino,Regular
234,2022-09-20 00:34:54,034,Rio de Janeiro,Loja Física,Calças,Calça Casual,2,202,35,1233,56,Masculino,Ruim
235,2022-07-10 19:41:27,035,São Paulo,Loja Física,Calças,Calça Casual,4,361,19,1234,21,Outro,Bom
236,2022-10-11 14:07:02,036,Porto Alegre,Loja Física,Calças,Calça Casual,2,572,18,1235,25,Masculino,Regular
237,2022-04-12 21:28:25,037,Rio de Janeiro,Loja Física,Calças,Calça Treino,2,571,45,1236,50,Feminino,Bom
238,2022-01-11 08:50:01,038,Porto Alegre,Loja Física,Tênis,NMD,4,159,2,1237,48,Feminino,Regular
239,2022-11-30 18:31:22,039,Belo Horizonte,Loja Física,Calças,Calça Casual,4,243,13,1238,57,Masculino,Regular
240,2022-09-23 03:30:30,040,Rio de Janeiro,Online,Tênis,NMD,4,60,12,1239,51,Masculino,Regular
241,2022-04-10 02:16:26,041,São Paulo,Loja Física,Tênis,Superstar,3,281,26,1240,66,Feminino,Regular
242,2022-10-14 08:18:36,042,São Paulo,Loja Física,Camisetas,Camiseta Estampada,1,365,5,1241,59,Feminino,Ótimo
243,2022-11-26 13:07:37,043,Belo Horizonte,Online,Tênis,Ultraboost,2,472,40,1242,58,Outro,Ruim
244,2022-08-06 02:45:32,044,São Paulo,Online,Camisetas,Camiseta Clássica,3,268,33,1243,65,Outro,Bom
245,2022-01-16 11:32:40,045,Porto Alegre,Online,Tênis,Superstar,4,76,4,1244,44,Outro,Regular
246,2022-10-22 02:35:28,046,Belo Horizonte,Loja Física,Calças,Calça Casual,4,320,31,1245,52,Feminino,Bom
247,2022-03-03 20:27:53,047,Porto Alegre,Online,Camisetas,Camiseta Clássica,1,530,34,1246,50,Masculino,Bom
248,2022-09-23 18:17:48,048,São Paulo,Online,Calças,Calça Treino,2,241,39,1247,17,Masculino,Ótimo
249,2022-01-07 07:09:37,049,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,2,301,41,1248,51,Feminino,Regular
250,2022-03-09 21:20:51,050,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,75,46,1249,54,Feminino,Ótimo
251,2022-08-29 11:16:38,051,Rio de Janeiro,Online,Tênis,Ultraboost,4,151,30,1250,30,Masculino,Regular
252,2022-09-27 19:42:23,052,São Paulo,Loja Física,Camisetas,Camiseta Estampada,4,553,36,1251,53,Masculino,Regular
253,2022-08-06 05:59:48,053,Rio de Janeiro,Loja Física,Calças,Calça Treino,4,597,16,1252,46,Masculino,Bom
254,2022-02-24 16:22:23,054,São Paulo,Loja Física,Calças,Calça Casual,2,205,21,1253,61,Masculino,Regular
255,2022-07-19 20:31:28,055,Rio de Janeiro,Online,Calças,Calça Treino,4,255,33,1254,39,Outro,Ótimo
256,2022-11-04 06:33:20,056,São Paulo,Loja Física,Calças,Calça Treino,2,326,22,1255,49,Feminino,Ruim
257,2022-07-06 12:18:20,057,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,1,92,46,1256,44,Masculino,Ótimo
258,2022-07-30 05:19:08,058,Belo Horizonte,Loja Física,Calças,Calça Treino,3,262,5,1257,36,Feminino,Ruim
259,2022-09-18 21:08:53,059,São Paulo,Loja Física,Tênis,NMD,1,460,20,1258,19,Feminino,Bom
260,2022-10-21 11:45:25,060,Belo Horizonte,Loja Física,Tênis,Superstar,4,234,22,1259,45,Outro,Regular
261,2022-01-01 18:39:30,061,São Paulo,Online,Calças,Calça Casual,4,285,2,1260,32,Outro,Regular
262,2022-04-05 04:01:58,062,Porto Alegre,Loja Física,Calças,Calça Casual,1,243,41,1261,19,Feminino,Regular
263,2022-10-03 00:28:37,063,Porto Alegre,Loja Física,Calças,Calça Casual,4,512,22,1262,26,Feminino,Ruim
264,2022-11-30 23:09:11,064,Rio de Janeiro,Online,Tênis,NMD,4,124,41,1263,68,Masculino,Ruim
265,2022-04-29 14:27:29,065,Porto Alegre,Online,Camisetas,Camiseta Estampada,3,525,8,1264,46,Feminino,Regular
266,2022-02-23 05:22:18,066,Rio de Janeiro,Online,Tênis,Ultraboost,2,348,44,1265,49,Outro,Ruim
267,2022-04-20 16:49:12,067,Rio de Janeiro,Online,Calças,Calça Casual,1,126,12,1266,39,Outro,Bom
268,2022-03-03 08:07:34,068,Rio de Janeiro,Online,Calças,Calça Casual,3,213,17,1267,38,Masculino,Bom
269,2022-06-26 06:47:03,069,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,66,48,1268,36,Feminino,Bom
270,2022-05-12 08:59:52,070,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,4,500,11,1269,56,Masculino,Ruim
271,2022-09-24 18:53:32,071,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,2,258,35,1270,65,Outro,Ótimo
272,2022-03-12 14:23:24,072,Porto Alegre,Online,Calças,Calça Treino,4,78,7,1271,54,Outro,Bom
273,2022-10-08 08:35:11,073,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,2,529,7,1272,33,Feminino,Ruim
274,2022-06-05 16:31:29,074,Belo Horizonte,Online,Calças,Calça Casual,4,143,21,1273,37,Outro,Ruim
275,2022-03-27 14:12:19,075,Rio de Janeiro,Loja Física,Tênis,NMD,1,262,39,1274,32,Outro,Ruim
276,2022-06-20 21:42:55,076,Porto Alegre,Online,Camisetas,Camiseta Clássica,3,327,34,1275,68,Outro,Bom
277,2022-01-01 04:43:23,077,Rio de Janeiro,Loja Física,Tênis,Superstar,3,387,36,1276,20,Outro,Ruim
278,2022-06-14 21:02:12,078,São Paulo,Online,Camisetas,Camiseta Clássica,2,329,35,1277,26,Outro,Regular
279,2022-08-11 02:10:37,079,Belo Horizonte,Online,Calças,Calça Treino,4,481,24,1278,53,Outro,Bom
280,2022-08-24 02:35:05,080,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,78,18,1279,50,Feminino,Bom
281,2022-12-19 20:46:14,081,Porto Alegre,Online,Camisetas,Camiseta Estampada,1,270,7,1280,21,Outro,Ruim
282,2022-08-01 01:06:05,082,Porto Alegre,Online,Tênis,Ultraboost,3,234,13,1281,40,Masculino,Regular
283,2022-02-06 15:32:21,083,São Paulo,Loja Física,Calças,Calça Casual,3,507,27,1282,31,Feminino,Bom
284,2022-01-21 05:35:00,084,Porto Alegre,Online,Tênis,Superstar,2,479,16,1283,63,Outro,Ruim
285,2022-12-09 21:59:55,085,Belo Horizonte,Online,Tênis,Ultraboost,1,301,49,1284,61,Feminino,Ruim
286,2022-11-28 00:47:30,086,Belo Horizonte,Online,Calças,Calça Casual,3,502,44,1285,28,Masculino,Regular
287,2022-09-09 19:32:49,087,Belo Horizonte,Loja Física,Calças,Calça Casual,4,518,43,1286,46,Outro,Regular
288,2022-12-08 15:54:36,088,Belo Horizonte,Online,Camisetas,Camiseta Clássica,1,359,42,1287,66,Masculino,Bom
289,2022-06-07 19:54:56,089,São Paulo,Online,Camisetas,Camiseta Clássica,3,330,37,1288,62,Outro,Bom
290,2022-10-26 12:49:55,090,Rio de Janeiro,Loja Física,Tênis,Ultraboost,1,105,9,1289,66,Outro,Regular
291,2022-10-27 21:49:47,091,Rio de Janeiro,Loja Física,Calças,Calça Casual,4,515,37,1290,57,Feminino,Ruim
292,2022-05-10 00:59:18,092,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,3,239,4,1291,18,Masculino,Bom
293,2022-03-30 05:06:59,093,Porto Alegre,Online,Tênis,NMD,2,395,41,1292,17,Masculino,Ruim
294,2022-02-28 06:53:13,094,Rio de Janeiro,Online,Tênis,Superstar,2,76,7,1293,24,Masculino,Regular
295,2022-02-09 02:57:31,095,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,2,384,21,1294,69,Outro,Ótimo
296,2022-08-15 08:31:48,096,Belo Horizonte,Loja Física,Calças,Calça Treino,2,165,28,1295,25,Outro,Ótimo
297,2022-01-07 16:33:13,097,Porto Alegre,Online,Tênis,NMD,1,561,35,1296,55,Feminino,Bom
298,2022-11-26 19:11:15,098,Belo Horizonte,Online,Calças,Calça Casual,3,293,37,1297,32,Outro,Ótimo
299,2022-10-10 14:13:31,099,São Paulo,Online,Tênis,Superstar,2,208,0,1298,47,Masculino,Ótimo
300,2022-09-02 14:29:13,100,São Paulo,Loja Física,Tênis,Superstar,3,426,4,1299,64,Feminino,Bom
301,2022-04-19 00:18:17,001,São Paulo,Online,Camisetas,Camiseta Estampada,4,193,41,1300,34,Outro,Ruim
302,2022-11-19 10:30:04,002,Porto Alegre,Online,Tênis,NMD,4,57,0,1301,58,Outro,Ótimo
303,2022-08-25 05:53:19,003,Rio de Janeiro,Loja Física,Tênis,Superstar,2,427,29,1302,45,Masculino,Bom
304,2022-03-03 14:06:20,004,São Paulo,Online,Tênis,Superstar,4,458,9,1303,30,Masculino,Ruim
305,2022-08-18 14:04:54,005,Rio de Janeiro,Loja Física,Tênis,Superstar,3,473,9,1304,65,Outro,Ótimo
306,2022-10-05 14:24:39,006,Porto Alegre,Online,Camisetas,Camiseta Estampada,4,118,24,1305,29,Outro,Ótimo
307,2022-06-29 07:19:52,007,Porto Alegre,Loja Física,Tênis,Ultraboost,2,592,13,1306,58,Masculino,Regular
308,2022-05-31 09:44:17,008,São Paulo,Loja Física,Calças,Calça Casual,4,240,47,1307,42,Feminino,Regular
309,2022-06-02 01:14:19,009,Porto Alegre,Online,Calças,Calça Treino,2,200,3,1308,66,Feminino,Ruim
310,2022-02-28 09:25:11,010,Rio de Janeiro,Online,Calças,Calça Casual,3,372,12,1309,65,Feminino,Ruim
311,2022-04-29 11:49:57,011,São Paulo,Loja Física,Camisetas,Camiseta Clássica,3,543,16,1310,23,Outro,Ótimo
312,2022-10-24 22:25:58,012,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,3,498,2,1311,34,Outro,Bom
313,2022-08-25 04:25:18,013,São Paulo,Loja Física,Calças,Calça Casual,2,84,22,1312,58,Feminino,Bom
314,2022-10-06 00:06:25,014,São Paulo,Online,Camisetas,Camiseta Estampada,3,307,12,1313,36,Outro,Ruim
315,2022-05-07 18:51:15,015,São Paulo,Loja Física,Tênis,Superstar,4,386,18,1314,18,Feminino,Ótimo
316,2022-04-28 08:20:15,016,Belo Horizonte,Online,Tênis,Ultraboost,1,537,1,1315,60,Outro,Ótimo
317,2022-09-08 13:03:57,017,São Paulo,Online,Tênis,NMD,4,478,7,1316,66,Outro,Ótimo
318,2022-01-20 17:56:58,018,São Paulo,Online,Tênis,Superstar,4,181,3,1317,22,Feminino,Regular
319,2022-02-22 04:15:33,019,Belo Horizonte,Online,Tênis,Ultraboost,1,510,18,1318,39,Feminino,Ótimo
320,2022-05-07 10:22:50,020,Porto Alegre,Loja Física,Calças,Calça Treino,4,378,14,1319,63,Outro,Ótimo
321,2022-05-06 11:14:05,021,São Paulo,Online,Camisetas,Camiseta Estampada,1,128,20,1320,25,Feminino,Ruim
322,2022-02-28 11:28:28,022,Porto Alegre,Loja Física,Calças,Calça Treino,4,60,40,1321,66,Feminino,Regular
323,2022-10-04 23:17:31,023,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,3,118,19,1322,61,Outro,Ótimo
324,2022-04-22 14:16:12,024,Belo Horizonte,Online,Tênis,Ultraboost,2,256,13,1323,24,Feminino,Bom
325,2022-10-01 00:28:18,025,Rio de Janeiro,Loja Física,Tênis,Ultraboost,3,285,20,1324,22,Masculino,Ruim
326,2022-06-13 08:48:33,026,Rio de Janeiro,Online,Calças,Calça Casual,3,301,5,1325,57,Feminino,Ótimo
327,2022-12-11 20:51:58,027,São Paulo,Loja Física,Tênis,Ultraboost,3,480,41,1326,16,Outro,Ruim
328,2022-01-30 04:16:03,028,São Paulo,Loja Física,Camisetas,Camiseta Clássica,3,537,48,1327,69,Masculino,Ruim
329,2022-04-05 01:03:46,029,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,1,255,46,1328,44,Outro,Regular
330,2022-09-29 08:28:53,030,São Paulo,Online,Calças,Calça Casual,1,77,37,1329,56,Feminino,Ruim
331,2022-08-31 02:48:05,031,Rio de Janeiro,Loja Física,Tênis,NMD,1,542,20,1330,25,Outro,Regular
332,2022-09-21 02:40:37,032,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,1,550,21,1331,63,Outro,Bom
333,2022-01-06 17:05:30,033,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,455,26,1332,24,Masculino,Regular
334,2022-11-06 19:50:20,034,Porto Alegre,Online,Tênis,Ultraboost,3,275,47,1333,60,Feminino,Ótimo
335,2022-09-24 05:09:02,035,Belo Horizonte,Loja Física,Tênis,Superstar,1,208,16,1334,25,Feminino,Ótimo
336,2022-08-20 15:33:39,036,São Paulo,Online,Camisetas,Camiseta Clássica,2,145,40,1335,24,Outro,Regular
337,2022-10-18 23:05:21,037,São Paulo,Online,Calças,Calça Treino,1,379,15,1336,45,Outro,Regular
338,2022-04-02 23:12:45,038,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,4,492,0,1337,16,Outro,Ruim
339,2022-12-15 01:04:57,039,Belo Horizonte,Loja Física,Tênis,NMD,1,565,38,1338,35,Outro,Regular
340,2022-07-29 08:18:51,040,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,4,527,4,1339,26,Feminino,Ótimo
341,2022-02-23 04:15:43,041,Porto Alegre,Online,Calças,Calça Casual,4,279,0,1340,19,Feminino,Ótimo
342,2022-02-13 03:32:16,042,Belo Horizonte,Online,Camisetas,Camiseta Clássica,1,130,45,1341,29,Feminino,Ruim
343,2022-11-12 09:07:19,043,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,4,196,11,1342,15,Masculino,Regular
344,2022-05-16 12:46:29,044,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,3,305,20,1343,30,Masculino,Bom
345,2022-10-03 23:20:03,045,São Paulo,Loja Física,Camisetas,Camiseta Clássica,4,529,12,1344,18,Outro,Bom
346,2022-06-20 01:39:26,046,Porto Alegre,Online,Camisetas,Camiseta Clássica,2,437,4,1345,43,Outro,Bom
347,2022-03-21 13:54:31,047,Belo Horizonte,Online,Camisetas,Camiseta Estampada,3,169,26,1346,52,Feminino,Ruim
348,2022-04-24 01:53:06,048,São Paulo,Loja Física,Camisetas,Camiseta Estampada,2,523,38,1347,22,Feminino,Ruim
349,2022-07-08 20:34:04,049,São Paulo,Loja Física,Tênis,Ultraboost,1,437,7,1348,40,Feminino,Ótimo
350,2022-02-09 00:18:03,050,São Paulo,Loja Física,Calças,Calça Treino,4,223,35,1349,34,Feminino,Ótimo
351,2022-05-24 23:45:43,051,Belo Horizonte,Loja Física,Tênis,Superstar,2,137,24,1350,19,Feminino,Bom
352,2022-12-26 23:23:49,052,São Paulo,Online,Calças,Calça Casual,3,434,33,1351,50,Outro,Regular
353,2022-09-13 19:42:09,053,Rio de Janeiro,Online,Tênis,NMD,4,493,47,1352,36,Feminino,Ruim
354,2022-11-22 22:15:27,054,São Paulo,Loja Física,Calças,Calça Treino,3,436,39,1353,30,Masculino,Ótimo
355,2022-03-07 14:59:11,055,São Paulo,Online,Tênis,Ultraboost,2,132,21,1354,66,Outro,Regular
356,2022-07-18 03:11:54,056,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,91,36,1355,57,Masculino,Ruim
357,2022-03-02 16:58:40,057,Rio de Janeiro,Online,Tênis,Superstar,3,216,41,1356,43,Feminino,Ruim
358,2022-01-02 07:50:49,058,Rio de Janeiro,Loja Física,Calças,Calça Casual,3,470,43,1357,25,Outro,Regular
359,2022-03-06 08:46:59,059,Belo Horizonte,Online,Camisetas,Camiseta Estampada,2,550,25,1358,55,Masculino,Ruim
360,2022-02-17 21:39:34,060,São Paulo,Loja Física,Calças,Calça Treino,4,487,11,1359,24,Feminino,Regular
361,2022-11-23 06:19:52,061,Rio de Janeiro,Online,Tênis,NMD,4,206,0,1360,20,Outro,Ótimo
362,2022-07-23 21:19:56,062,São Paulo,Loja Física,Camisetas,Camiseta Clássica,1,421,31,1361,40,Masculino,Ótimo
363,2022-06-05 04:57:30,063,São Paulo,Online,Calças,Calça Treino,1,597,26,1362,36,Masculino,Ruim
364,2022-07-06 08:33:09,064,Porto Alegre,Loja Física,Tênis,Ultraboost,2,594,37,1363,41,Outro,Ruim
365,2022-08-06 08:49:07,065,São Paulo,Online,Calças,Calça Treino,3,437,44,1364,33,Outro,Regular
366,2022-11-14 09:07:48,066,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,232,14,1365,48,Feminino,Ruim
367,2022-11-08 22:11:09,067,Rio de Janeiro,Online,Tênis,Ultraboost,1,87,26,1366,31,Masculino,Bom
368,2022-01-13 22:49:27,068,Rio de Janeiro,Online,Tênis,Superstar,2,303,27,1367,66,Feminino,Bom
369,2022-04-08 00:05:59,069,Belo Horizonte,Loja Física,Calças,Calça Casual,3,278,36,1368,34,Outro,Ruim
370,2022-12-15 07:04:55,070,Rio de Janeiro,Online,Calças,Calça Treino,3,513,38,1369,18,Masculino,Regular
371,2022-07-27 01:54:47,071,Belo Horizonte,Loja Física,Tênis,Ultraboost,1,566,13,1370,25,Masculino,Ótimo
372,2022-09-15 08:17:45,072,Porto Alegre,Online,Camisetas,Camiseta Estampada,3,330,8,1371,37,Outro,Ótimo
373,2022-03-20 08:15:38,073,Porto Alegre,Online,Calças,Calça Treino,4,403,4,1372,18,Feminino,Regular
374,2022-01-15 03:24:34,074,Rio de Janeiro,Online,Calças,Calça Treino,2,241,22,1373,18,Feminino,Bom
375,2022-03-20 14:42:34,075,Rio de Janeiro,Online,Tênis,NMD,1,105,30,1374,39,Masculino,Bom
376,2022-01-23 13:13:18,076,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,525,25,1375,42,Masculino,Ótimo
377,2022-06-17 22:28:28,077,Porto Alegre,Loja Física,Calças,Calça Casual,2,259,12,1376,29,Outro,Regular
378,2022-10-30 06:10:27,078,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,1,146,35,1377,66,Outro,Ótimo
379,2022-07-03 07:30:02,079,São Paulo,Loja Física,Tênis,NMD,4,335,1,1378,25,Outro,Regular
380,2022-06-10 15:49:55,080,Belo Horizonte,Online,Tênis,Ultraboost,4,369,26,1379,23,Outro,Bom
381,2022-08-03 08:46:49,081,Porto Alegre,Online,Camisetas,Camiseta Estampada,1,572,26,1380,21,Feminino,Bom
382,2022-07-19 05:35:43,082,Rio de Janeiro,Online,Tênis,Ultraboost,2,382,8,1381,23,Outro,Bom
383,2022-05-28 10:57:01,083,Rio de Janeiro,Online,Tênis,Superstar,4,457,30,1382,17,Feminino,Ótimo
384,2022-10-02 16:10:58,084,Belo Horizonte,Online,Tênis,NMD,2,452,26,1383,68,Outro,Bom
385,2022-09-02 09:22:03,085,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,1,322,1,1384,59,Outro,Ótimo
386,2022-10-12 20:28:01,086,São Paulo,Online,Camisetas,Camiseta Estampada,1,530,6,1385,48,Outro,Bom
387,2022-05-24 09:52:54,087,São Paulo,Online,Tênis,Ultraboost,2,133,22,1386,57,Feminino,Ótimo
388,2022-03-29 20:59:33,088,São Paulo,Online,Calças,Calça Casual,2,56,39,1387,69,Feminino,Regular
389,2022-12-23 08:35:42,089,Rio de Janeiro,Loja Física,Calças,Calça Casual,2,120,46,1388,22,Feminino,Ruim
390,2022-02-16 17:36:39,090,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,1,288,6,1389,62,Outro,Ótimo
391,2022-09-23 08:54:59,091,São Paulo,Online,Tênis,NMD,4,320,10,1390,58,Feminino,Bom
392,2022-12-30 23:21:24,092,Rio de Janeiro,Loja Física,Tênis,NMD,4,399,16,1391,50,Feminino,Bom
393,2022-01-19 17:45:20,093,Porto Alegre,Online,Camisetas,Camiseta Estampada,3,292,2,1392,39,Feminino,Ruim
394,2022-10-26 01:13:52,094,Rio de Janeiro,Online,Calças,Calça Treino,4,436,3,1393,42,Feminino,Regular
395,2022-05-05 14:31:24,095,São Paulo,Loja Física,Camisetas,Camiseta Estampada,3,417,3,1394,55,Feminino,Regular
396,2022-12-14 08:58:47,096,Porto Alegre,Loja Física,Tênis,Ultraboost,2,561,24,1395,61,Masculino,Ruim
397,2022-07-01 05:38:22,097,São Paulo,Online,Tênis,Superstar,4,82,14,1396,23,Masculino,Regular
398,2022-03-25 19:08:06,098,Belo Horizonte,Loja Física,Calças,Calça Treino,4,331,40,1397,21,Masculino,Bom
399,2022-08-12 17:20:44,099,Rio de Janeiro,Loja Física,Tênis,Superstar,4,537,5,1398,48,Feminino,Ruim
400,2022-10-12 01:15:31,100,Belo Horizonte,Online,Calças,Calça Treino,2,155,25,1399,18,Masculino,Regular
401,2022-07-05 00:50:34,001,Porto Alegre,Loja Física,Calças,Calça Treino,4,397,31,1400,25,Outro,Regular
402,2022-09-19 00:19:50,002,São Paulo,Loja Física,Tênis,NMD,1,137,5,1401,24,Outro,Bom
403,2022-07-07 04:56:11,003,Belo Horizonte,Loja Física,Tênis,Ultraboost,2,456,25,1402,25,Outro,Bom
404,2022-08-11 20:57:58,004,Porto Alegre,Online,Camisetas,Camiseta Clássica,3,158,48,1403,60,Masculino,Regular
405,2022-01-31 18:37:37,005,Porto Alegre,Online,Tênis,Ultraboost,1,350,6,1404,32,Feminino,Bom
406,2022-02-06 17:50:17,006,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,3,460,16,1405,54,Feminino,Regular
407,2022-03-29 10:34:58,007,Belo Horizonte,Online,Calças,Calça Casual,2,346,38,1406,46,Outro,Ruim
408,2022-02-16 09:00:08,008,Belo Horizonte,Loja Física,Calças,Calça Casual,4,88,9,1407,15,Feminino,Ruim
409,2022-06-07 12:25:55,009,Belo Horizonte,Online,Camisetas,Camiseta Estampada,1,254,2,1408,55,Masculino,Regular
410,2022-05-23 08:28:17,010,Porto Alegre,Online,Camisetas,Camiseta Clássica,3,385,45,1409,52,Outro,Ruim
411,2022-02-05 16:13:54,011,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,149,40,1410,65,Feminino,Ótimo
412,2022-04-22 14:45:24,012,Belo Horizonte,Online,Calças,Calça Casual,2,470,9,1411,67,Feminino,Ótimo
413,2022-11-04 22:32:52,013,São Paulo,Online,Tênis,NMD,3,506,42,1412,62,Masculino,Ruim
414,2022-05-15 03:12:18,014,Porto Alegre,Online,Camisetas,Camiseta Clássica,1,390,9,1413,55,Masculino,Bom
415,2022-05-26 15:42:29,015,São Paulo,Online,Camisetas,Camiseta Estampada,3,93,49,1414,55,Masculino,Bom
416,2022-05-18 21:07:40,016,São Paulo,Loja Física,Tênis,Superstar,2,226,24,1415,29,Outro,Ruim
417,2022-07-10 13:44:48,017,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,57,16,1416,41,Masculino,Ótimo
418,2022-02-24 08:27:04,018,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,4,343,16,1417,31,Masculino,Ótimo
419,2022-10-09 14:55:05,019,Belo Horizonte,Online,Tênis,Superstar,4,58,22,1418,38,Feminino,Ótimo
420,2022-11-15 01:38:50,020,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,279,20,1419,43,Feminino,Ruim
421,2022-05-18 23:12:58,021,Porto Alegre,Online,Calças,Calça Treino,3,278,14,1420,37,Feminino,Ruim
422,2022-04-28 10:05:41,022,São Paulo,Online,Calças,Calça Casual,4,61,14,1421,46,Feminino,Regular
423,2022-03-27 21:51:30,023,Porto Alegre,Online,Tênis,NMD,4,580,21,1422,57,Feminino,Ótimo
424,2022-01-22 06:51:48,024,Rio de Janeiro,Online,Calças,Calça Treino,2,231,13,1423,62,Masculino,Bom
425,2022-10-01 01:21:57,025,Porto Alegre,Online,Calças,Calça Casual,4,435,33,1424,43,Masculino,Regular
426,2022-09-15 03:28:31,026,Porto Alegre,Loja Física,Tênis,Ultraboost,2,59,36,1425,47,Outro,Ótimo
427,2022-11-29 01:18:09,027,Rio de Janeiro,Online,Calças,Calça Casual,1,498,0,1426,63,Masculino,Regular
428,2022-06-14 20:05:52,028,Porto Alegre,Loja Física,Calças,Calça Treino,4,273,4,1427,54,Masculino,Regular
429,2022-08-17 09:27:09,029,Belo Horizonte,Online,Calças,Calça Casual,4,540,14,1428,43,Masculino,Ótimo
430,2022-03-11 14:05:03,030,São Paulo,Loja Física,Camisetas,Camiseta Clássica,2,343,10,1429,15,Masculino,Regular
431,2022-11-07 10:51:09,031,Porto Alegre,Loja Física,Calças,Calça Casual,1,511,40,1430,39,Feminino,Bom
